TweetID|TweetFullText|annotationDesc|predictDesc
27.txt|FirstResponders needing a place to stay)) CALL 832-612-2200 Mike Defender Apparel at 215 Gonyo Lane from Richmond|[{'locationDesc': '215 Gonyo Lane from Richmond', 'locationCate': 'C1', 'startIndex': 85, 'endIndex': 113}]|C8: 215 Gonyo Lane; C9: Richmond
274.txt|A shelter has been setup for residents in the Highlands at 210 N Magnolia St. MORE SHELTERS: â€¦|[{'locationDesc': '210 N Magnolia St', 'locationCate': 'C1', 'startIndex': 59, 'endIndex': 76}]|C8: Highlands; C1: 210 N Magnolia St.
277.txt|A 5th ward couple we just met at shelter said people are trapped in their church at 3401 Liberty Rd. with no help HoustonFlood|[{'locationDesc': '3401 Liberty Rd.', 'locationCate': 'C1', 'startIndex': 84, 'endIndex': 100}]|C8: shelter; C8: church; C1: 3401 Liberty Rd.
284.txt|AFTER ... KHOU 11 501-735 Stanford St, Houston, TX 77019 ... houstonflood|[{'locationDesc': '501-735 Stanford St, Houston, TX 77019', 'locationCate': 'C1', 'startIndex': 18, 'endIndex': 56}]|C8: KHOU 11; C1: 501-735 Stanford St, Houston, TX 77019
285.txt|AFTER\ VIDEO LONE STAR LEGAL AID 1415 Fannin St, Houston, TX houstonfloods houstonflooding HarveyStorm|[{'locationDesc': '1415 Fannin St, Houston, TX', 'locationCate': 'C1', 'startIndex': 33, 'endIndex': 60}]|C8: LONE STAR LEGAL AID; C1: 1415 Fannin St, Houston, TX
286.txt|AISD House Park Director detailing scary 2015 water rescue here & plan to try to prevent Houston from flooding again. â€¦|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 89, 'endIndex': 96}]|C8: AISD House Park; C9: Houston
289.txt|Accident with injury in Harvey on Pailet Ave at Norman St traffic NOLA|[{'locationDesc': 'Pailet Ave at Norman St', 'locationCate': 'C5', 'startIndex': 34, 'endIndex': 57}]|C9: Harvey; C2: Pailet Ave at Norman St
29.txt|CNN MSNBC FoxNews A useless 50 Billion$ Mexican Wall or Help for our fellow Americans in HOUSTON TX HurricaneHarvey I vote HOUSTON!|[{'locationDesc': 'HOUSTON TX', 'locationCate': 'C9', 'startIndex': 89, 'endIndex': 99}, {'locationDesc': 'HOUSTON', 'locationCate': 'C9', 'startIndex': 89, 'endIndex': 96}]|C9: HOUSTON TX
290.txt|According to Aransas Pass Police the Harbor Master Building on the harbor blew away HarveyStorm|[{'locationDesc': 'Aransas Pass', 'locationCate': 'C9', 'startIndex': 13, 'endIndex': 25}, {'locationDesc': 'Harbor Master Building', 'locationCate': 'C7', 'startIndex': 37, 'endIndex': 59}]|C9: Aransas Pass; C8: Harbor Master Building on the harbor
295.txt|Airport Rd and Broadway flooded hurricaneharvey houston TEXAS @ Southeast Houston|[{'locationDesc': 'Airport Rd', 'locationCate': 'C2', 'startIndex': 0, 'endIndex': 10}, {'locationDesc': 'Broadway', 'locationCate': 'C2', 'startIndex': 15, 'endIndex': 23}, {'locationDesc': 'houston TEXAS', 'locationCate': 'C9', 'startIndex': 48, 'endIndex': 61}, {'locationDesc': 'Southeast Houston', 'locationCate': 'C9', 'startIndex': 64, 'endIndex': 81}]|C5: Airport Rd and Broadway; C10: Southeast Houston
297.txt|Alive & well in Hyde Park Heights, Houston! HurricaneHarvey FromWhereIStand|[{'locationDesc': 'Hyde Park Heights', 'locationCate': 'C7', 'startIndex': 16, 'endIndex': 33}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 35, 'endIndex': 42}]|C10: Hyde Park Heights, Houston
300.txt|Allen Parkway, Memorial, Waugh overpass, Spotts park and Buffalo Bayou park completely under water.|[{'locationDesc': 'Allen Parkway', 'locationCate': 'C2', 'startIndex': 0, 'endIndex': 13}, {'locationDesc': 'Memorial', 'locationCate': 'C2', 'startIndex': 15, 'endIndex': 23}, {'locationDesc': 'Waugh overpass', 'locationCate': 'C3', 'startIndex': 25, 'endIndex': 39}, {'locationDesc': 'Spotts park', 'locationCate': 'C7', 'startIndex': 41, 'endIndex': 52}, {'locationDesc': 'Buffalo Bayou park', 'locationCate': 'C7', 'startIndex': 57, 'endIndex': 75}]|C2: Allen Parkway; C2: Memorial; C7: Waugh overpass; C7: Spotts park; C7: Buffalo
305.txt|My uncle is stuck in his truck on I-45 between Cypress Hill & Huffmeister exits|[{'locationDesc': 'I-45', 'locationCate': 'C3', 'startIndex': 34, 'endIndex': 38}, {'locationDesc': 'Cypress', 'locationCate': 'C4', 'startIndex': 47, 'endIndex': 54}, {'locationDesc': 'Hill', 'locationCate': 'C4', 'startIndex': 55, 'endIndex': 59}, {'locationDesc': 'Huffmeister', 'locationCate': 'C4', 'startIndex': 62, 'endIndex': 73}, {'locationDesc': 'exits', 'locationCate': 'C4', 'startIndex': 74, 'endIndex': 79}]|C3: I-45 between Cypress Hill & Huffmeister exits
31.txt|BeyoncÃ© visits St. John's School in downtown Houston to meet with HurricaneHarvey survivors|[{'locationDesc': "St. John's School", 'locationCate': 'C8', 'startIndex': 15, 'endIndex': 32}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 45, 'endIndex': 52}]|C8: St. John's School; C9: downtown Houston
310.txt|Anyone know anything about westwood off tamina rd 2978 and 1488?|[{'locationDesc': 'westwood', 'locationCate': 'C9', 'startIndex': 27, 'endIndex': 35}, {'locationDesc': 'tamina rd', 'locationCate': 'C2', 'startIndex': 40, 'endIndex': 49}]|C10: westwood; C2: tamina rd; C3: 2978; C3: 1488
313.txt|As seen along the Sabine Street Bridge. Harvey Houston|[{'locationDesc': 'Sabine Street Bridge', 'locationCate': 'C7', 'startIndex': 18, 'endIndex': 38}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 47, 'endIndex': 54}]|C7: Sabine Street Bridge
316.txt|Austin TX road closures, flash flooding reported. Austin TX flood NEWS|[{'locationDesc': 'Austin TX', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 9}, {'locationDesc': 'Austin TX', 'locationCate': 'C9', 'startIndex': 50, 'endIndex': 59}]|C9: Austin TX
318.txt|Photos On: BEFORE & AFTER ... Fannin St & Commerce St, Houston, TX 77002 ... houstonflood|[{'locationDesc': 'Fannin St & Commerce St', 'locationCate': 'C5', 'startIndex': 30, 'endIndex': 53}, {'locationDesc': 'Houston, TX', 'locationCate': 'C9', 'startIndex': 55, 'endIndex': 66}]|C5: Fannin St & Commerce St; C9: Houston, TX 77002
32.txt|Bastrop residents preparing for HurricaneHarvey can pick up sand bags for free tomorrow at the public works yard at 1209 Linden St|[{'locationDesc': 'Bastrop', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 7}, {'locationDesc': '1209 Linden St', 'locationCate': 'C1', 'startIndex': 116, 'endIndex': 130}]|C8: public works yard; C1: 1209 Linden St
320.txt|Bastrop Food Pantry-805 Fayette St, Bastrop-Donations-Juice/Shelf Stable Milk/Cereal/Canned foods. Bulk donations: call 512-303-0033 harve|[{'locationDesc': '805 Fayette St', 'locationCate': 'C1', 'startIndex': 20, 'endIndex': 34}]|C8: Bastrop Food Pantry-805 Fayette St, Bastrop
321.txt|Bayou at Crenshaw Rd and beltway 8 in Pasadena; News for harvey|[{'locationDesc': 'Crenshaw Rd and beltway 8', 'locationCate': 'C5', 'startIndex': 9, 'endIndex': 34}, {'locationDesc': 'Pasadena', 'locationCate': 'C9', 'startIndex': 38, 'endIndex': 46}]|C6: Bayou at Crenshaw Rd and beltway 8; C9: Pasadena
324.txt|Before & after SamHoustonPakway & Aldine Westfield Rd. 1st pic: G-Earth 2nd pic: video still from â€¦|[{'locationDesc': 'SamHoustonPakway & Aldine Westfield Rd', 'locationCate': 'C5', 'startIndex': 15, 'endIndex': 53}]|C5: SamHoustonPakway; C5: Aldine Westfield Rd.
325.txt|Before/after: I-69 SW at McGowan Street in Houston, TX, looks like a river right now. (Google Earth)|[{'locationDesc': 'I-69 SW at McGowan Street', 'locationCate': 'C5', 'startIndex': 14, 'endIndex': 39}, {'locationDesc': 'Houston, TX', 'locationCate': 'C9', 'startIndex': 43, 'endIndex': 54}]|C3: I-69 SW; C2: McGowan Street; C9: Houston, TX
327.txt|Brays Bayou flowing across Ardmore Street. houwx txwx houstonflood|[{'locationDesc': 'Brays Bayou flowing across Ardmore Street', 'locationCate': 'C5', 'startIndex': 0, 'endIndex': 41}]|C6: Brays Bayou; C2: Ardmore Street
33.txt|BREAKING: Mandatory Evacuations have been issued for residents between Water Street to the River in La Grange. Harvey HurricaneHarve|[{'locationDesc': 'Water Street', 'locationCate': 'C2', 'startIndex': 71, 'endIndex': 83}, {'locationDesc': 'La Grange', 'locationCate': 'C9', 'startIndex': 100, 'endIndex': 109}]|C2: Water Street to the River; C9: La Grange
332.txt|Bring donations to Ascent @ 1911 W Alabama St, 77098 between 11-2 today. Blankets, pillows ... we'll take to shelters 4 you harve|[{'locationDesc': '1911 W Alabama St, 77098', 'locationCate': 'C1', 'startIndex': 28, 'endIndex': 52}]|C8: Ascent; C1: 1911 W Alabama St, 77098
334.txt|Brunswick & Stewart Rd in Lakeland is closed. The Loosehatchie River is at Flood Stage. Harvey: â€¦|[{'locationDesc': 'Brunswick', 'locationCate': 'C2', 'startIndex': 0, 'endIndex': 9}, {'locationDesc': 'Stewart Rd', 'locationCate': 'C2', 'startIndex': 12, 'endIndex': 22}, {'locationDesc': 'Lakeland', 'locationCate': 'C9', 'startIndex': 26, 'endIndex': 34}, {'locationDesc': 'Loosehatchie River', 'locationCate': 'C6', 'startIndex': 50, 'endIndex': 68}]|C5: Brunswick & Stewart Rd; C9: Lakeland; C6: Loosehatchie River
336.txt|Buffalo Bayou at the West Belt Drive location has broken their record crest and is forecast to still rise a few mor â€¦|[{'locationDesc': 'Buffalo Bayou at the West Belt Drive', 'locationCate': 'C5', 'startIndex': 0, 'endIndex': 36}]|C6: Buffalo Bayou; C2: West Belt Drive location
337.txt|Budget Inn in Jennings, LA has been CHARGING evacuees$ 7 a plate for food DONATED to them by the community. Shameful. HurricaneHarve|[{'locationDesc': 'Jennings, LA', 'locationCate': 'C9', 'startIndex': 14, 'endIndex': 26}]|C8: Budget Inn; C9: Jennings, LA
338.txt|Call your reps! Tell them to refuse allocation to the pointless wall on U.S. border! Funds are needed in Houston! Harvey|[{'locationDesc': 'U.S.', 'locationCate': 'C9', 'startIndex': 72, 'endIndex': 76}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 105, 'endIndex': 112}]|C3: U.S. border; C9: Houston
34.txt|BREAKING Harvey now holds the record for most rainfall (49.20" recorded at Mary's Creek at Winding Road)|[{'locationDesc': "Mary's Creek at Winding Road", 'locationCate': 'C5', 'startIndex': 75, 'endIndex': 103}]|C6: Mary's Creek; C2: Winding Road
342.txt|Buffalo Bayou at Peek Rd. Flows no longer visible as water levels have stabilized with. â€¦|[{'locationDesc': 'Buffalo Bayou at Peek Rd', 'locationCate': 'C5', 'startIndex': 0, 'endIndex': 24}]|C6: Buffalo Bayou; C2: Peek Rd.
343.txt|Buffalo Bayou facing Downtown Houston from the Jackson Hill Bridge HurricaneHarvey Houston|[{'locationDesc': 'Buffalo Bayou', 'locationCate': 'C6', 'startIndex': 0, 'endIndex': 13}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 30, 'endIndex': 37}, {'locationDesc': 'Jackson Hill Bridge', 'locationCate': 'C7', 'startIndex': 47, 'endIndex': 66}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 83, 'endIndex': 90}]|C6: Buffalo Bayou; C9: Downtown Houston; C7: Jackson Hill Bridge
346.txt|News UPDATING! Buffalo bayou update water rising houstontx HoustonFloods sent by friend â€¦|[{'locationDesc': 'Buffalo bayou', 'locationCate': 'C6', 'startIndex': 15, 'endIndex': 28}]|C6: Buffalo bayou; C9: houstontx
347.txt|Cape Cod Cafe Express in Katy, S. Mason Rd. is open. Cape Cod Cafe in Spring on Kuykendahl Rd will try to open tomorrow. Harvey houstonflood|[{'locationDesc': 'Katy', 'locationCate': 'C9', 'startIndex': 25, 'endIndex': 29}, {'locationDesc': 'S. Mason Rd', 'locationCate': 'C2', 'startIndex': 31, 'endIndex': 42}, {'locationDesc': 'Spring', 'locationCate': 'C9', 'startIndex': 70, 'endIndex': 76}, {'locationDesc': 'Kuykendahl Rd', 'locationCate': 'C2', 'startIndex': 80, 'endIndex': 93}]|C8: Cape Cod Cafe Express; C9: Katy; C2: S. Mason Rd.; C8: Cape Cod Cafe; C9
349.txt|Buffalo Bayou at S Piney Point Rd, crossable as of 2:00 pm about 2 feet from bridge KPRC2 houstonflood â€¦|[{'locationDesc': 'Buffalo Bayou at S Piney Point Rd', 'locationCate': 'C5', 'startIndex': 0, 'endIndex': 33}]|C6: Buffalo Bayou; C2: S Piney Point Rd
350.txt|Buffalo Bayou overflowing, everyone stay away from Memorial Drive, Allen Parkway area. houstonflood|[{'locationDesc': 'Buffalo Bayou', 'locationCate': 'C6', 'startIndex': 0, 'endIndex': 13}, {'locationDesc': 'Memorial Drive', 'locationCate': 'C2', 'startIndex': 51, 'endIndex': 65}, {'locationDesc': 'Allen Parkway', 'locationCate': 'C2', 'startIndex': 67, 'endIndex': 80}]|C6: Buffalo Bayou; C2: Memorial Drive; C2: Allen Parkway area
351.txt|Build the SEA wall! Folks from Mexico pouring in is a small problem next to the Gulf of Mexico pouring in. buildtheSEAwall houstonfloo|[{'locationDesc': 'Mexico', 'locationCate': 'C9', 'startIndex': 31, 'endIndex': 37}, {'locationDesc': 'Gulf of Mexico', 'locationCate': 'C6', 'startIndex': 80, 'endIndex': 94}]|C6: Gulf of Mexico
352.txt|Can anyone confirm rescue in on the way to 8322 Talton Street in Houston? Rescue needed. houstonflood|[{'locationDesc': '8322 Talton Street in Houston', 'locationCate': 'C1', 'startIndex': 43, 'endIndex': 72}]|C1: 8322 Talton Street; C9: Houston
354.txt|Closed due to train derailment in Harvey on Destrehan Ave between River Rd and 4th St traffic NOLA|[{'locationDesc': 'Destrehan Ave between River Rd and 4th St', 'locationCate': 'C11', 'startIndex': 44, 'endIndex': 85}]|C9: Harvey; C2: Destrehan Ave between River Rd and 4th St
360.txt|Come help us out rayford rd by Kroger we need all the help we can get hurricaneharvey|[{'locationDesc': 'rayford rd', 'locationCate': 'C2', 'startIndex': 17, 'endIndex': 27}]|C2: rayford rd; C7: Kroger
364.txt|Current water level at Bush Park on east entrance. Water is being drained, water level about 20-30 feet from the to â€¦|[{'locationDesc': 'Bush Park', 'locationCate': 'C7', 'startIndex': 23, 'endIndex': 32}]|C7: Bush Park; C2: east entrance
365.txt|COVE HOUSE HOMELESS SHELTER IS ACCEPTING DONATIONS FOR EXPECTED EVACS 108 East Halstead Avenue, Copperas Cove 76522 hurricaneharvey|[{'locationDesc': '108 East Halstead Avenue, Copperas Cove 76522', 'locationCate': 'C1', 'startIndex': 70, 'endIndex': 115}]|C8: COVE HOUSE HOMELESS SHELTER; C1: 108 East Halstead Avenue, Copperas Cove 76522
367.txt|Calm right now. hurricaneharvey houston instagram @ 5755 Hermann Park Apartments|[{'locationDesc': 'houston', 'locationCate': 'C9', 'startIndex': 32, 'endIndex': 39}, {'locationDesc': 'Hermann Park Apartments', 'locationCate': 'C7', 'startIndex': 57, 'endIndex': 80}]|C1: 5755 Hermann Park Apartments
371.txt|Closed due to train derailment in Harvey on Destrehan Ave NB between 4th St and River Rd traffic NOLA|[{'locationDesc': 'Destrehan Ave', 'locationCate': 'C2', 'startIndex': 44, 'endIndex': 57}, {'locationDesc': '4th St', 'locationCate': 'C2', 'startIndex': 69, 'endIndex': 75}, {'locationDesc': 'River Rd', 'locationCate': 'C2', 'startIndex': 80, 'endIndex': 88}]|C9: Harvey; C2: Destrehan Ave NB between 4th St and River Rd
375.txt|tomorrow morning 8am @ Garden City Salvation Army Boys & Girls 9717 West Montgomery Rd.|[{'locationDesc': '9717 West Montgomery Rd', 'locationCate': 'C1', 'startIndex': 63, 'endIndex': 86}]|C8: Garden City Salvation Army Boys & Girls; C1: 9717 West Montgomery Rd.
377.txt|Cypresswood and jones rd. Getting worse by the minute Harvey|[{'locationDesc': 'Cypresswood', 'locationCate': 'C2', 'startIndex': 0, 'endIndex': 11}, {'locationDesc': 'jones rd', 'locationCate': 'C2', 'startIndex': 16, 'endIndex': 24}]|C5: Cypresswood and jones rd.
379.txt|Costco on Richmond Ave is open. Come get supplies for your local shelter. harvey hurricaneharvey houston|[{'locationDesc': 'Richmond Ave', 'locationCate': 'C2', 'startIndex': 10, 'endIndex': 22}, {'locationDesc': 'houston', 'locationCate': 'C9', 'startIndex': 97, 'endIndex': 104}]|C2: Richmond Ave
382.txt|Eye wall of Cat. 4 Harvey is beginning to move onshore along the TX coast|[{'locationDesc': 'TX', 'locationCate': 'C9', 'startIndex': 65, 'endIndex': 67}]|C9: TX coast
384.txt|Everyone in San Antonio should go donate to this little joint off San Pedro Ave and W Rampart dr! anything will help â€¦|[{'locationDesc': 'San Antonio', 'locationCate': 'C9', 'startIndex': 12, 'endIndex': 23}, {'locationDesc': 'San Pedro Ave and W Rampart dr', 'locationCate': 'C5', 'startIndex': 66, 'endIndex': 96}]|C9: San Antonio; C2: San Pedro Ave; C2: W Rampart dr
385.txt|Dog park along Buffalo Bayou is flooded. Thanks Harvey Check it out|[{'locationDesc': 'Buffalo Bayou', 'locationCate': 'C6', 'startIndex': 15, 'endIndex': 28}]|C7: Dog park along Buffalo Bayou
386.txt|Dog rescue ... Meyerland 28 inches near Rice Jason St. We are under water here ... Harvey2017|[{'locationDesc': 'Meyerland', 'locationCate': 'C9', 'startIndex': 15, 'endIndex': 24}, {'locationDesc': 'Rice Jason St', 'locationCate': 'C2', 'startIndex': 40, 'endIndex': 53}]|C10: Meyerland; C9: Rice; C2: Jason St.
388.txt|Currently waiting on a high water rescue team w /8 other ppl, 2 handicapped, at the Hidden Crest Dr, Houston, TX 77049 Harvey|[{'locationDesc': 'Hidden Crest Dr', 'locationCate': 'C2', 'startIndex': 84, 'endIndex': 99}, {'locationDesc': 'Houston, TX', 'locationCate': 'C9', 'startIndex': 101, 'endIndex': 112}]|C2: Hidden Crest Dr; C9: Houston, TX 77049
39.txt|" Incredibly Harvey destroyed LaQuinta Inn (1625 W Loop S) but Supercharger works perfectly!" Plz help ppl affected by Harvey2017 â€¦|[{'locationDesc': '1625 W Loop S', 'locationCate': 'C1', 'startIndex': 44, 'endIndex': 57}]|C8: LaQuinta Inn (1625 W Loop S)
391.txt|Celebrating the State & National Day of Prayer at Church from Hyde Park. Join in praying for victims of Harvey.|[{'locationDesc': 'Hyde Park', 'locationCate': 'C9', 'startIndex': 62, 'endIndex': 71}]|C8: Church from Hyde Park
392.txt|Corpus Christi I- 37N Update: 45am: Props to for opening up the evacuation lane. It becomes handy at about mile 65. Harvey2017|[{'locationDesc': 'Corpus Christi', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 14}, {'locationDesc': 'I- 37N', 'locationCate': 'C3', 'startIndex': 15, 'endIndex': 21}]|C9: Corpus Christi; C3: I-37N; C4: mile 65
397.txt|Dear God, Please spare Texas by sending HurricaneHarvey directly to 1600 Pennsylvania Ave there are some Nazis living & working there|[{'locationDesc': 'Texas', 'locationCate': 'C9', 'startIndex': 23, 'endIndex': 28}, {'locationDesc': '1600 Pennsylvania Ave', 'locationCate': 'C1', 'startIndex': 68, 'endIndex': 89}]|C1: 1600 Pennsylvania Ave
40.txt|Houston needing supplies for Harvey, we were told trucks will be at Wal-Mart on Yale St, & Kroger on North Sheperd this evening|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 0, 'endIndex': 7}, {'locationDesc': 'Yale St', 'locationCate': 'C2', 'startIndex': 80, 'endIndex': 87}, {'locationDesc': 'North Sheperd', 'locationCate': 'C2', 'startIndex': 101, 'endIndex': 114}]|C9: Houston; C8: Wal-Mart on Yale St; C8: Kroger on North Sheperd
401.txt|Does anyone know any pictures or videos of cut off road in Port Aransas i have a condo up there?|[{'locationDesc': 'Port Aransas', 'locationCate': 'C9', 'startIndex': 59, 'endIndex': 71}]|C5: cut off road; C9: Port Aransas
402.txt|Don't know where to donate? Send to The Hive Society, 501 (c) (3)- address: 12806 Clermont Harbor Ct. Houston, TX, 77045 Harvey|[{'locationDesc': '12806 Clermont Harbor Ct. Houston, TX, 77045', 'locationCate': 'C1', 'startIndex': 76, 'endIndex': 120}]|C8: The Hive Society; C1: 12806 Clermont Harbor Ct. Houston, TX, 77045
406.txt|Donations & meal located at 240 W. 18th St 77008 in our Fellowship Hall. 114Actsofservice HurricaneHarve|[{'locationDesc': '240 W. 18th St 77008', 'locationCate': 'C1', 'startIndex': 28, 'endIndex': 48}]|C1: 240 W. 18th St 77008; C8: Fellowship Hall
408.txt|Downtown Houston at Spaghetti Warehouse. 901 Commerce Street Houston, Texas 77002 HurricaneHarvery2017 â€¦|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 9, 'endIndex': 16}, {'locationDesc': '901 Commerce Street Houston, Texas 77002', 'locationCate': 'C1', 'startIndex': 41, 'endIndex': 81}]|C9: Downtown Houston; C8: Spaghetti Warehouse; C1: 901 Commerce Street Houston, Texas 77002
409.txt|Guys, this is I-45 at Main Street in Houston. Crazy. hurricane harvey|[{'locationDesc': 'I-45 at Main Street', 'locationCate': 'C5', 'startIndex': 14, 'endIndex': 33}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 37, 'endIndex': 44}]|C3: I-45; C4: Main Street; C9: Houston
41.txt|HoustonFlood HoustonStrong DONATION ITEMS NEEDED BY SHELTER AT LONE STAR COLLEGE (West Rd)|[{'locationDesc': 'LONE STAR COLLEGE', 'locationCate': 'C8', 'startIndex': 63, 'endIndex': 80}, {'locationDesc': 'West Rd', 'locationCate': 'C2', 'startIndex': 82, 'endIndex': 89}]|C8: LONE STAR COLLEGE (West Rd)
410.txt|Drive at 1700 W, Philadelphia St. WestYork from 6-8 p for animals affected by HurricaneHarvey. Details at 5, â€¦|[{'locationDesc': '1700 W, Philadelphia St. WestYork', 'locationCate': 'C1', 'startIndex': 9, 'endIndex': 42}]|C1: 1700 W, Philadelphia St; C9: WestYork
411.txt|Drive-thru water/ice/food pickups in Orange Co.: 3777 N. 16th Street, NW corner of Hwy 62 & Hwy 12, Mauriceville SETXNews Harvey|[{'locationDesc': '3777 N. 16th Street', 'locationCate': 'C1', 'startIndex': 49, 'endIndex': 68}, {'locationDesc': 'Hwy 62 & Hwy 12', 'locationCate': 'C5', 'startIndex': 83, 'endIndex': 98}, {'locationDesc': 'Mauriceville', 'locationCate': 'C9', 'startIndex': 100, 'endIndex': 112}]|C9: Orange Co.; C1: 3777 N. 16th Street; C5: NW corner of Hwy 62 & Hwy
413.txt|ELDERLY COUPLE WITH WATER UP TO THEIR NECKS, NEED HELP, 7605 9th Ave, PortArthur HarveyStorm|[{'locationDesc': '7605 9th Ave, PortArthur', 'locationCate': 'C1', 'startIndex': 56, 'endIndex': 80}]|C1: 7605 9th Ave; C9: PortArthur
415.txt|Family with children need rescuing at the Canyon at Brazos. 323 Thorpe Spring Drive, Richmond, Texas 77469 Harvey Hounews HarveyRescu|[{'locationDesc': '323 Thorpe Spring Drive, Richmond, Texas 77469', 'locationCate': 'C1', 'startIndex': 60, 'endIndex': 106}]|C7: Canyon at Brazos; C1: 323 Thorpe Spring Drive, Richmond, Texas 77469
416.txt|Enclave Parkway at Parkway Plaza Drive looking north. Stuck car, no ducks. Near Buffalo Bayou, Houston, Energy Corr â€¦|[{'locationDesc': 'Enclave Parkway at Parkway Plaza Drive', 'locationCate': 'C5', 'startIndex': 0, 'endIndex': 38}, {'locationDesc': 'Buffalo Bayou', 'locationCate': 'C6', 'startIndex': 80, 'endIndex': 93}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 95, 'endIndex': 102}]|C5: Enclave Parkway at Parkway Plaza Drive; C6: Buffalo Bayou; C9: Houston; C10: Energy Corr
42.txt|FYI to any of you in NW Houston/Lakewood Forest, Projections are showing Cypress Creek overflowing at Grant Rd. tonight|[{'locationDesc': 'NW Houston/Lakewood Forest', 'locationCate': 'C10', 'startIndex': 21, 'endIndex': 47}, {'locationDesc': 'Cypress Creek overflowing at Grant Rd.', 'locationCate': 'C5', 'startIndex': 73, 'endIndex': 111}]|C10: NW Houston/Lakewood Forest; C6: Cypress Creek; C2: Grant Rd.
420.txt|FULL STORY: SalvationArmy Comes Full Circle for Port Aransas Texas Resident After HurricaneHarvey â€¦|[{'locationDesc': 'Port Aransas Texas', 'locationCate': 'C9', 'startIndex': 48, 'endIndex': 66}]|C9: Port Aransas, Texas
424.txt|Is Galleria on Richmond Ave. in Houston, TX open? HurricaneHarvey|[{'locationDesc': 'Richmond Ave.', 'locationCate': 'C2', 'startIndex': 15, 'endIndex': 28}, {'locationDesc': 'Houston, TX', 'locationCate': 'C9', 'startIndex': 32, 'endIndex': 43}]|C8: Galleria; C2: Richmond Ave.; C9: Houston, TX
427.txt|Family of five (including 90 y/o woman) in need of rescue. 1425 15th St. PortArthur Texas Gail Pitre HurricaneHarvey HarveySOS CajunNav|[{'locationDesc': '1425 15th St. PortArthur Texas', 'locationCate': 'C1', 'startIndex': 59, 'endIndex': 89}]|C1: 1425 15th St; C9: PortArthur, Texas
428.txt|Fairfield Inn in Rockport, TX:" Hotel roof and wall gone"|[{'locationDesc': 'Rockport, TX', 'locationCate': 'C9', 'startIndex': 17, 'endIndex': 29}]|C8: Fairfield Inn; C9: Rockport, TX
431.txt|FYI to any of you in NW Houston/Lakewood Forest Projections are showing Cypress Creek overflowing at Grant Rd. tonight HurricaneHarvey|[{'locationDesc': 'NW Houston/Lakewood Forest', 'locationCate': 'C10', 'startIndex': 21, 'endIndex': 47}, {'locationDesc': 'Cypress Creek overflowing at Grant Rd.', 'locationCate': 'C5', 'startIndex': 72, 'endIndex': 110}]|C10: NW Houston/Lakewood Forest; C6: Cypress Creek; C5: Grant Rd.
433.txt|Fast moving water in gully behind my mom's house in Cypress, TX. Harvey Houston Location: Near Louetta Rd â€¦|[{'locationDesc': 'Cypress, TX', 'locationCate': 'C9', 'startIndex': 52, 'endIndex': 63}, {'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 72, 'endIndex': 79}, {'locationDesc': 'Louetta Rd', 'locationCate': 'C2', 'startIndex': 95, 'endIndex': 105}]|C6: gully behind my mom's house; C9: Cypress, TX; C2: Near Louetta Rd
436.txt|First St Baptist Church needs water & cleaning supplies for Port Arthur community flooded by Harvey. 548 Abe â€¦|[{'locationDesc': 'First St Baptist Church', 'locationCate': 'C8', 'startIndex': 0, 'endIndex': 23}, {'locationDesc': 'Port Arthur', 'locationCate': 'C9', 'startIndex': 60, 'endIndex': 71}]|C8: First St Baptist Church; C9: Port Arthur; C1: 548 Abe
438.txt|Flooding on William St & north downtown houston. Water 18" deep & rising. Sheriff on scene â€¦|[{'locationDesc': 'William St', 'locationCate': 'C2', 'startIndex': 12, 'endIndex': 22}, {'locationDesc': 'houston', 'locationCate': 'C9', 'startIndex': 40, 'endIndex': 47}]|C5: William St & north downtown houston
44.txt|HoustonStrong HoustonFlood Sunset Over Buffalo Bayou at Peak Road Wednesday August 30th 7:42 p. m.|[{'locationDesc': 'Buffalo Bayou at Peak Road', 'locationCate': 'C5', 'startIndex': 39, 'endIndex': 65}]|C6: Buffalo Bayou; C5: Peak Road
441.txt|Floating with the family dog on a flooded Houston Street in the aftermath of HurricaneHarvey|[{'locationDesc': 'Houston', 'locationCate': 'C9', 'startIndex': 42, 'endIndex': 49}]|C5: Houston Street
